type,x,y,paired
driver,4715.481614938085,8186.474041929927,False
driver,4768.54513321693,8178.536600418699,False
driver,4753.418852230973,8397.494717173815,False
driver,4711.8147054366955,8250.237454280883,False
driver,4800.79857607577,8175.673412905062,False
driver,4871.788726796238,8433.286166247815,False
driver,4745.954364197232,8142.726279927166,False
driver,4996.873422203583,8380.896401043288,False
driver,4887.508728668759,8440.288633930108,False
driver,4835.775443376288,8304.883291624617,False
driver,4700.9907088326245,8403.347308436549,False
driver,4890.295199694287,8457.00574629307,False
driver,4832.0092727805195,8446.298031053888,False
driver,4880.147677217229,8333.087362871538,False
driver,4992.663910777523,8192.831259500106,False
driver,4868.415737913049,8307.149481514385,False
driver,4967.094384853378,8260.191363177128,False
driver,4892.734826989683,8339.593535845906,False
driver,4745.5860335629195,8122.0538993992695,False
driver,4949.720816904587,8167.049159663042,False
driver,4651.059682786839,8438.151675377265,False
driver,4944.8739019986415,8256.145377659797,False
driver,4747.576217914826,8272.117958533454,False
driver,4876.6077316743695,8272.7481176706,False
driver,4731.320381269095,8184.682487150341,False
driver,4912.633993441474,8426.182218323129,False
driver,4718.620428785936,8165.563887211674,False
driver,4807.870899223104,8217.852740740856,False
driver,4671.449177456461,8148.068712487736,False
driver,4983.367412797508,8133.104198827803,False
driver,4996.1885747627975,8452.643830294415,False
driver,4882.711779518881,8291.517891308014,False
driver,4610.753174082198,8275.327883869453,False
driver,4993.236702874701,8312.073689090119,False
driver,4966.7695718102,8347.441905016429,False
driver,4983.714456025924,8244.139653380313,False
driver,4745.473306108044,8346.925262429118,False
driver,4897.04595617522,8497.594899547616,False
driver,4963.837726128889,8412.456362855162,False
driver,4810.432709029375,8240.411066627994,False
driver,4849.144086743669,8328.210531816114,False
driver,4752.634364708229,8177.915413508771,False
driver,4614.72634854622,8127.142138284541,False
driver,4747.138900379495,8341.335466573024,False
driver,4821.997146493949,8236.477533104047,False
driver,4713.921060706562,8144.5212678420685,False
driver,4825.73587210257,8175.0013290961,False
