type,x,y,paired
driver,4659.368752915331,8353.410863685514,False
driver,4731.97704043368,8481.428524687357,False
driver,4945.3881011808935,8442.871045617188,False
driver,4935.497951321398,8123.030587132714,False
driver,4750.569768279682,8483.575617014014,False
driver,4930.24644422013,8409.741385430594,False
driver,4918.545521811608,8488.524994880989,False
driver,4600.737332073755,8166.578536350218,False
driver,4740.3606761879855,8176.547599301571,False
driver,4824.871313453514,8225.464632024163,False
driver,4679.842986828476,8414.210945187366,False
driver,4915.868630424987,8182.994335446554,False
driver,4792.8245587857555,8198.639142425147,False
driver,4866.175374569881,8254.434930891726,False
driver,4853.2233297901985,8376.115910728555,False
driver,4682.3052393995085,8491.505458459143,False
driver,4618.585559231897,8421.147669745538,False
driver,4662.262244825352,8428.436620645123,False
driver,4983.250576562353,8257.950475162605,False
driver,4957.471493467119,8353.833723993783,False
driver,4971.330673674074,8453.654597152978,False
driver,4942.74543630753,8171.2395398066,False
driver,4901.203603004872,8102.276133003678,False
driver,4643.016320917169,8394.991990992721,False
driver,4788.23070477157,8207.098192134377,False
driver,4900.9391014426865,8267.764192032697,False
driver,4928.487227978457,8338.458361857856,False
driver,4757.343457004939,8239.515466113622,False
driver,4688.595826846442,8265.167028108752,False
driver,4967.196483995125,8194.131952080019,False
driver,4885.300693640538,8464.732950962705,False
driver,4947.351565534127,8135.821820133438,False
driver,4896.869184923158,8368.198265955933,False
driver,4641.595968106428,8116.5353401289885,False
driver,4634.575897441846,8392.701118974941,False
driver,4827.092183448779,8339.217448250816,False
driver,4885.473031420717,8224.504868611433,False
driver,4663.482227618308,8485.551763891717,False
driver,4620.760042266378,8472.233864683403,False
driver,4981.037807388268,8395.667177098325,False
driver,4906.709886609481,8147.245453869211,False
driver,4917.380967662855,8169.168390664844,False
driver,4856.459264693459,8456.129236257664,False
driver,4655.438860477927,8284.326394934295,False
driver,4607.142758736326,8265.544452649407,False
driver,4665.123434387536,8431.512441321047,False
driver,4796.156624753421,8176.850848808509,False
driver,4777.304231484641,8412.311277645402,False
driver,4655.418028291726,8378.5469313921,False
driver,4984.819454882366,8495.283521064453,False
driver,4893.009742012735,8245.190619796589,False
driver,4745.179030775086,8239.198650187136,False
driver,4792.134763949039,8477.876478716837,False
driver,4795.367545299694,8327.026135274238,False
driver,4728.52951491728,8308.906182171288,False
driver,4854.5777976416,8244.031689777165,False
driver,4656.1363743170905,8445.317646766189,False
driver,4744.540347245632,8136.522334438173,False
driver,4761.132614492356,8466.52809977176,False
driver,4953.000700878623,8175.7795121955205,False
driver,4825.7959249872065,8309.130046418937,False
driver,4621.293718513944,8448.50942356286,False
driver,4688.306926818934,8492.08725109328,False
driver,4757.798011522248,8204.412831294529,False
driver,4775.671493442559,8254.224144504182,False
driver,4752.407929865457,8357.33162736607,False
driver,4669.20791347567,8217.667718751658,False
driver,4969.608711690669,8306.454671037985,False
driver,4730.902861583203,8318.49662154738,False
driver,4945.389854344224,8121.818999529014,False
driver,4941.67725961448,8339.276943947081,False
driver,4974.361856025358,8207.7106783783,False
driver,4911.268426068097,8347.193149719387,False
driver,4634.479705133233,8247.75562246368,False
driver,4640.521616628585,8326.333886273896,False
driver,4964.58844239898,8243.801367098968,False
driver,4614.251510766654,8252.90875285803,False
driver,4801.892101606524,8309.925357904263,False
driver,4932.389412392293,8100.003534541464,False
driver,4982.243272198379,8366.839435891805,False
driver,4926.521021150938,8418.067408615563,False
driver,4723.573213359603,8473.97113099345,False
driver,4691.621768201987,8420.955108316082,False
driver,4665.07159337185,8180.5027827672275,False
driver,4988.032516853854,8246.470113193529,False
driver,4742.373383596399,8431.950561394144,False
driver,4656.58684327815,8353.359865338794,False
driver,4651.237873096169,8243.928677375563,False
