type,x,y,paired
driver,4931.685435975474,8230.726781848942,False
driver,4908.776596197105,8232.043521488666,False
driver,4896.37249921211,8187.755652712085,False
driver,4884.032299977667,8154.915762715868,False
driver,4898.514429583653,8209.388509045531,False
driver,4901.380421732025,8172.950509870703,False
driver,4867.978859982903,8160.468630382009,False
driver,4936.576588835846,8181.407581721509,False
driver,4871.807631353456,8212.97180104651,False
driver,4917.602524878888,8223.458842662445,False
driver,4907.744084825638,8219.315727049183,False
driver,4863.710520481702,8200.631167300457,False
driver,4897.311165180957,8199.459902691156,False
driver,4913.203657218101,8180.324544550838,False
driver,4878.268614566922,8230.195435400765,False
driver,4877.308761726063,8235.25342042985,False
driver,4881.538346576219,8199.675039108999,False
driver,4910.089718717946,8218.28300800372,False
driver,4892.247260039872,8199.953120859662,False
driver,4891.2670734370995,8213.532118772806,False
driver,4903.510766741688,8169.8474297062585,False
driver,4902.008477900708,8186.018127078389,False
driver,4900.925517726393,8181.868822417634,False
driver,4916.958485022524,8200.164572689007,False
driver,4869.708395018746,8194.066994220544,False
driver,4929.499269624172,8194.724037414442,False
driver,4866.862078150917,8180.031202431075,False
driver,4883.9232396414845,8216.108122842186,False
driver,4859.277716471677,8190.0549426169255,False
driver,4907.2166911453905,8186.042251548146,False
driver,4888.719249983758,8174.915306962579,False
driver,4892.0648206687,8207.825914627638,False
driver,4878.099732331809,8210.205713357629,False
driver,4894.969226598513,8222.562726289407,False
driver,4902.115748015646,8208.715617577891,False
driver,4875.904190797623,8194.264021065015,False
driver,4889.309325137265,8219.192376906809,False
driver,4915.642796658549,8185.835837730976,False
driver,4882.725972469609,8224.36710489645,False
driver,4904.201071017543,8188.896414966405,False
driver,4865.454706811496,8215.665768301824,False
driver,4885.750988821435,8193.940452177914,False
driver,4911.946265799476,8204.731148505009,False
driver,4920.593478238123,8190.4658414026535,False
driver,4919.975868701548,8211.45591498656,False
driver,4896.868883295988,8200.234530033882,False
driver,4886.3032876435,8225.220314256738,False
driver,4900.102565705185,8151.820265985615,False
driver,4895.453145055067,8203.767497140805,False
driver,4902.993776846951,8219.797354446182,False
driver,4885.7412432523,8198.155981538253,False
driver,4883.994158828751,8207.65841549684,False
driver,4902.552597349823,8211.910273981917,False
driver,4872.265167121969,8231.235405698722,False
driver,4900.571286385415,8204.200441247207,False
driver,4882.191620889288,8182.9951126486485,False
driver,4917.723229561014,8208.025343630323,False
driver,4869.4049904958465,8226.092976296626,False
driver,4940.8064553228205,8195.808224262375,False
driver,4897.574039438525,8189.736293812032,False
driver,4918.71540949141,8180.240994163148,False
driver,4920.34247664674,8195.630285005638,False
driver,4893.147857723381,8220.005055419211,False
driver,4901.076871521003,8135.623393494951,False
driver,4917.705138203402,8224.781508814385,False
driver,4873.644578973529,8232.047083327763,False
