type,x,y,paired
driver,4931.60032024602,8206.68021455457,False
driver,4909.872392918023,8218.575205653664,False
driver,4897.172859375461,8233.252385875612,False
driver,4895.804564332415,8238.503637010112,False
driver,4891.6302671337235,8213.596876669364,False
driver,4886.069606934137,8246.824668382153,False
driver,4885.101633098069,8206.307760181877,False
driver,4894.212947649608,8208.336838927702,False
driver,4919.751020451488,8212.844091274956,False
driver,4893.420293552826,8181.956009652242,False
driver,4877.6819933331535,8160.865871988012,False
driver,4860.482100899362,8235.662123013964,False
driver,4897.208251714358,8219.337748991224,False
driver,4926.016452258621,8201.253135916404,False
driver,4889.0247889077455,8184.124742762308,False
driver,4919.767929276678,8184.87305561098,False
driver,4874.411435158012,8177.501990028981,False
driver,4906.31889407236,8211.149551427785,False
driver,4894.647123483756,8217.70602461739,False
driver,4917.453315382138,8197.832604607036,False
driver,4899.753409579209,8208.096094374534,False
driver,4906.062558763291,8197.778019769932,False
driver,4914.955351905516,8193.219695586733,False
driver,4911.156354447031,8186.607772259577,False
driver,4885.557071031878,8169.586256526157,False
driver,4907.549350916023,8201.272823185553,False
driver,4903.661349696264,8195.03843058424,False
driver,4885.911958802411,8193.70897962812,False
driver,4890.859731115059,8196.1946344942,False
driver,4883.300195254253,8197.135310017775,False
driver,4914.688445404441,8192.055187410244,False
driver,4914.910847294915,8209.082016245857,False
driver,4883.5157783020495,8186.040482738843,False
driver,4914.998766346758,8220.958490756497,False
driver,4895.81708243921,8228.967643459406,False
driver,4914.739687998852,8176.246900992129,False
driver,4903.461613496376,8195.69351848959,False
driver,4893.39707647454,8190.958851198248,False
driver,4880.016496573647,8175.6060812730475,False
driver,4892.641591343875,8213.9325368692,False
driver,4905.322389991922,8174.193682876612,False
driver,4927.266382327635,8199.313592764394,False
driver,4904.163422265239,8194.429203286425,False
driver,4909.1334049107645,8157.985964678118,False
driver,4893.930177969363,8204.816836088456,False
driver,4903.041379025334,8222.70304182454,False
driver,4922.245286960574,8180.5485809843585,False
driver,4945.7547070893215,8161.707353980794,False
driver,4874.463282172024,8228.010425977562,False
driver,4874.11051584982,8176.148063935741,False
driver,4905.301429737014,8218.174465134234,False
driver,4877.123397944902,8205.472257556974,False
driver,4921.17318423728,8230.934053351979,False
driver,4903.770990863768,8155.983358926912,False
driver,4898.510263657229,8213.286588129145,False
driver,4886.611869617487,8211.344084190609,False
driver,4908.977732130967,8203.065312508747,False
driver,4881.9065508448775,8239.45950030745,False
driver,4936.468926731517,8185.953972000003,False
driver,4868.8035005554175,8207.155171355487,False
driver,4909.182370403003,8199.881498243794,False
driver,4883.748591533676,8198.725100271915,False
driver,4897.171667895649,8206.499434018448,False
driver,4878.846904001653,8213.580787999532,False
driver,4884.790707417941,8179.568969397975,False
driver,4885.6132269602995,8137.607642350786,False
driver,4886.176022175277,8165.861772793205,False
driver,4918.505231401063,8173.2224955179245,False
driver,4936.525409712421,8213.595240052373,False
driver,4894.627785509771,8195.06177426167,False
driver,4902.433984175248,8207.420648756193,False
driver,4887.851024623389,8161.694667130039,False
driver,4904.572797599981,8160.838539294934,False
driver,4892.519425665723,8177.6157979353575,False
driver,4874.303291755664,8198.699856923646,False
driver,4903.126991084154,8192.994375510823,False
driver,4883.873314798598,8221.798507658215,False
driver,4882.180425441507,8199.926367178152,False
driver,4913.255986446852,8196.075575029137,False
driver,4917.676265919522,8204.104291482417,False
driver,4902.40616851441,8177.5263876732615,False
driver,4853.964693470805,8207.980951236483,False
driver,4911.87459574108,8187.095859198911,False
driver,4914.014788424486,8201.613944875864,False
driver,4888.302939721322,8219.158513153367,False
driver,4896.338690808568,8194.680702468997,False
driver,4912.407060362616,8173.549631960279,False
driver,4923.169187091507,8201.281872137353,False
driver,4909.379246678969,8188.497875839839,False
driver,4906.308910797551,8230.26816219337,False
driver,4922.534238753893,8183.8640402814935,False
driver,4921.3803298850335,8200.46965810518,False
driver,4894.944242693672,8198.882839632395,False
driver,4927.199200835944,8220.105551231989,False
driver,4872.76470126569,8191.016889212916,False
driver,4898.54141246185,8180.490212635995,False
driver,4901.857536866119,8199.362684302938,False
driver,4880.831861327224,8209.65052819857,False
driver,4909.539392607223,8167.020398753623,False
driver,4875.911345345132,8178.855473742344,False
driver,4902.203506843703,8216.719494782417,False
driver,4911.9372619085625,8189.638541956616,False
driver,4907.3638332374785,8188.041769603995,False
driver,4887.044856349057,8195.382741297804,False
driver,4891.507921057295,8172.431759336334,False
driver,4887.007694445569,8142.705946120348,False
driver,4884.884124502106,8193.423231551255,False
driver,4894.1679615848725,8196.468809422804,False
driver,4876.177257297449,8213.844417407356,False
driver,4928.448083003628,8164.4412230755715,False
driver,4909.029709044344,8196.415785126472,False
driver,4901.210539464151,8178.612379331611,False
driver,4889.820410315021,8202.799127630844,False
driver,4924.2943774641435,8194.074218818901,False
driver,4910.712199798362,8204.513724502976,False
driver,4912.27429995764,8161.9379317390585,False
driver,4857.550620672258,8200.516266904782,False
driver,4885.371511572026,8221.357090800475,False
driver,4891.602397709995,8219.145840388392,False
driver,4889.807534384976,8227.517180152638,False
driver,4879.31959625107,8212.268097558761,False
driver,4923.425624965175,8205.001553857846,False
driver,4893.152391705699,8184.8549462899355,False
driver,4909.230632945977,8206.299218487857,False
driver,4879.83298920519,8209.698388563816,False
driver,4916.636312133133,8194.70369384935,False
driver,4892.752715475848,8174.9497760664135,False
driver,4873.137002388093,8209.43136333108,False
driver,4918.39682715324,8177.07387748394,False
driver,4904.020370334937,8196.820939495145,False
driver,4884.782453699918,8204.866642543584,False
driver,4906.39900001547,8202.131152466503,False
driver,4852.344889701085,8172.136238594247,False
driver,4849.831400074251,8230.175140039573,False
driver,4936.057722371827,8175.525530356569,False
driver,4885.200285051421,8200.13152867372,False
driver,4878.474868609415,8196.786443074745,False
driver,4921.300625206114,8219.922160947192,False
driver,4899.3839961974345,8196.731662777354,False
driver,4936.599222223543,8191.67222878763,False
driver,4889.254070972911,8180.798910908513,False
driver,4904.737865782903,8187.528555928022,False
driver,4892.211231318111,8204.767108560069,False
driver,4903.229938888535,8216.70662561171,False
driver,4914.724957109626,8193.919623708705,False
driver,4886.697688760654,8171.8946261502515,False
driver,4875.137547848456,8187.219013838991,False
driver,4898.265010832807,8213.365720508784,False
driver,4910.4783914406735,8228.29964000631,False
driver,4897.590785112432,8242.122224651299,False
driver,4931.350291797158,8224.703230956578,False
driver,4876.29123112038,8204.404468906268,False
driver,4908.03159613575,8212.353812218338,False
driver,4896.447373663409,8202.236781945263,False
driver,4898.74237265436,8204.481072772955,False
driver,4883.725933640478,8182.644562264841,False
driver,4892.762735072637,8199.057872025905,False
driver,4900.254342846527,8220.609914414938,False
driver,4893.7615695561835,8183.014616073624,False
driver,4906.610171604905,8178.012747357989,False
driver,4890.760515143156,8204.801915188393,False
driver,4916.220830399711,8209.560973420532,False
driver,4911.78808233036,8222.75225660001,False
driver,4954.906823026352,8193.245416827986,False
driver,4902.914861116242,8172.2188463417715,False
driver,4876.749981520622,8180.848047341055,False
driver,4872.880113858248,8180.415110489766,False
driver,4932.062668832928,8168.309818009925,False
driver,4868.171202676309,8193.338282600373,False
driver,4912.893469681447,8168.472383101357,False
driver,4947.328853515786,8193.913288720834,False
driver,4914.912107100317,8188.349202946423,False
driver,4862.125379754521,8188.774033803442,False
driver,4918.63040712581,8176.1347013247905,False
driver,4909.579339913025,8173.832456809744,False
driver,4904.121454890196,8239.53185060034,False
driver,4906.106631499236,8179.81084487565,False
driver,4895.603766122855,8187.362501013484,False
driver,4909.00126897391,8223.265022943708,False
driver,4890.921133109507,8204.247023822852,False
driver,4864.735938420229,8153.71754099952,False
driver,4908.109203054692,8194.404451421766,False
driver,4895.871076783986,8152.5631339280535,False
driver,4918.315896366209,8182.881693221766,False
driver,4892.122694844218,8197.251118136395,False
driver,4882.843157153604,8200.26844278518,False
driver,4945.9964762536865,8217.055098415916,False
driver,4902.960683283889,8161.734212036307,False
driver,4897.708100227795,8229.079387026384,False
driver,4912.722016394786,8202.975298454116,False
driver,4920.7299735133365,8191.025587026781,False
driver,4864.920001526145,8207.378291160061,False
driver,4911.558031789227,8147.771021686235,False
driver,4857.359636437825,8204.930620875662,False
driver,4882.147275626934,8237.173369645569,False
driver,4895.1012599448995,8197.380611260962,False
driver,4885.47398142885,8171.466580477782,False
driver,4874.356977379725,8230.944036333134,False
driver,4866.800218213055,8221.167844837306,False
driver,4909.977886137136,8207.711298404745,False
driver,4893.045455716742,8173.109133798542,False
driver,4924.673876047645,8200.233693947406,False
driver,4893.605338309599,8176.325845197322,False
driver,4915.067481969308,8178.143406954063,False
driver,4870.270667585453,8170.3970090366865,False
driver,4886.724809136639,8144.512157277022,False
driver,4884.016505722276,8236.552767995116,False
driver,4908.392899862373,8175.509901114648,False
driver,4889.770967646671,8196.648244986629,False
driver,4884.5382881987225,8190.631766403247,False
driver,4905.307354116577,8237.092586794399,False
driver,4891.977906961712,8171.042845365017,False
driver,4939.136114074545,8223.775769433454,False
driver,4918.259745212459,8195.775767993991,False
driver,4924.974237341258,8197.625696352145,False
driver,4921.2358701985895,8203.885136348292,False
driver,4907.563582955687,8243.938622310729,False
driver,4896.359825781892,8212.271131377642,False
driver,4922.7127085527045,8175.726250475686,False
driver,4952.034922229078,8226.31474772192,False
driver,4929.321266695443,8202.61153039203,False
driver,4905.611878325811,8192.481109810828,False
driver,4911.233433446726,8196.711723991362,False
driver,4871.219371881973,8211.13425672868,False
driver,4887.758347223362,8203.954319911993,False
driver,4875.796699980432,8189.779753389239,False
driver,4901.34856910463,8204.73426549028,False
driver,4900.967329218801,8206.594973631552,False
driver,4911.668419118345,8165.506500234154,False
driver,4913.837973086078,8210.997208191773,False
driver,4909.795790182371,8196.33083765968,False
driver,4905.44005955207,8206.398790723344,False
driver,4908.796848859155,8180.7632624071475,False
driver,4910.028836134463,8211.05719493074,False
driver,4913.786285944791,8200.727736056708,False
driver,4905.178784302546,8199.86256891717,False
driver,4979.252927312004,8159.08959873845,False
driver,4919.674255433818,8227.967182837534,False
driver,4917.629816795008,8178.416717356015,False
driver,4900.78811248039,8217.1612258954,False
driver,4916.274840588735,8188.277110917496,False
driver,4913.192471377721,8225.389956847976,False
driver,4895.210104676994,8235.819043833384,False
driver,4890.580897396505,8234.10895227085,False
driver,4901.9592561874415,8212.01884664191,False
driver,4889.376309051331,8172.817263138886,False
driver,4863.433533310545,8192.052561633847,False
driver,4916.952244832518,8224.040261696404,False
driver,4919.579220549379,8189.9782910834565,False
driver,4892.399358298911,8208.89530080408,False
driver,4899.524623593684,8198.804435484613,False
driver,4906.938062491937,8193.768020756028,False
driver,4888.903976775859,8233.994010972532,False
driver,4919.244713000024,8184.551143308219,False
driver,4927.150896733961,8190.145755051704,False
driver,4922.628656225825,8167.446776373692,False
driver,4886.233348003041,8209.341983066486,False
driver,4945.13935183689,8184.419210052671,False
driver,4899.236428623601,8165.208985921297,False
driver,4916.034592970696,8195.169015396163,False
driver,4894.563446621526,8179.372662721674,False
driver,4860.941621760105,8208.481246651598,False
driver,4907.458713587806,8197.292674580682,False
driver,4873.2295927918585,8214.297629501922,False
driver,4918.4929692124215,8181.046398962165,False
driver,4889.380615420285,8200.73755873525,False
driver,4917.596388092911,8189.680820926183,False
driver,4867.932890679014,8190.371557642229,False
driver,4867.233913536628,8218.315887775778,False
driver,4900.3097047105,8216.027199253303,False
driver,4941.542805631564,8194.035618075246,False
driver,4870.625936793956,8204.828748747783,False
driver,4902.670946391408,8181.176826253741,False
driver,4895.378393373998,8199.680973994266,False
driver,4920.053388655091,8200.62064610786,False
driver,4894.3021811608,8173.413871367433,False
driver,4895.630935736772,8197.243235567483,False
driver,4909.054536119045,8215.408713049454,False
driver,4888.36337639355,8193.944572299584,False
driver,4898.089898673587,8182.996232465907,False
driver,4898.907835816449,8205.662508859072,False
driver,4885.04594869419,8192.371313274394,False
driver,4886.835478356274,8222.386679046474,False
driver,4883.190925866062,8186.453102962639,False
driver,4893.158547670728,8195.248459502682,False
driver,4916.572230633134,8222.329358292382,False
driver,4901.34317722866,8190.362532372315,False
driver,4904.07492353727,8192.300867870164,False
driver,4893.992679299933,8212.67802553869,False
driver,4910.835637902366,8202.787612875434,False
driver,4900.036394233001,8174.074235472019,False
driver,4919.454743619973,8196.36518183045,False
driver,4940.054689175596,8201.416628685398,False
driver,4931.665950155426,8177.298213715716,False
driver,4905.360083159511,8176.769927378292,False
driver,4884.234095293704,8208.257702565068,False
driver,4874.156787129475,8176.432739975073,False
driver,4888.713475913294,8193.321844837044,False
driver,4895.64805310977,8210.736998018594,False
driver,4900.5814818135395,8204.528848214566,False
driver,4897.694308382181,8208.655630995932,False
driver,4894.106622895245,8205.020456088614,False
driver,4891.427807780495,8174.973176193695,False
driver,4892.449190276138,8171.270035822148,False
driver,4892.949415286336,8230.697340045408,False
driver,4893.463761145263,8150.966431764149,False
driver,4902.815897500377,8237.21580863771,False
driver,4905.300544289455,8214.179150912802,False
driver,4890.5940103053745,8215.785154247335,False
driver,4884.641690170078,8187.973481541786,False
driver,4921.141800681865,8180.433689936244,False
driver,4889.376795912433,8199.181696311824,False
driver,4913.619979177457,8213.323561937801,False
driver,4891.70413754861,8214.84701796395,False
driver,4897.3386786234,8194.683750378035,False
driver,4908.08492118678,8228.44049119433,False
driver,4921.025995577733,8228.101576753517,False
driver,4893.197289689404,8165.471859343659,False
driver,4912.650134062906,8182.471075133398,False
driver,4892.174056571057,8196.309477091567,False
driver,4875.533694670745,8240.695851264078,False
driver,4906.961152768317,8198.57483933409,False
driver,4858.813396959619,8196.169498402973,False
driver,4889.102165353267,8195.089633425607,False
driver,4908.331889101352,8176.647467713267,False
driver,4885.526476929654,8189.959050036978,False
driver,4883.765134891691,8192.169538137052,False
driver,4873.852949470568,8190.527706821839,False
driver,4881.577601191979,8216.910867749833,False
driver,4914.009599980347,8190.308793536566,False
driver,4914.462750028713,8193.732949218474,False
driver,4902.6467099658175,8224.40298080215,False
driver,4881.6257444572875,8190.5675116500925,False
driver,4947.619632842834,8192.076815072096,False
driver,4904.686362719275,8227.238064386553,False
driver,4915.045317704147,8219.8476773025,False
driver,4885.540023795392,8180.328573697745,False
driver,4931.338039524008,8182.14651218289,False
driver,4874.037993331385,8177.566686367315,False
driver,4955.5692183924575,8217.54889059605,False
driver,4923.521106833012,8210.737561382128,False
driver,4890.541691405953,8197.656935062305,False
driver,4889.35852178121,8197.366887568645,False
driver,4888.113884124312,8183.281955516481,False
driver,4917.88740871075,8158.207963397731,False
driver,4932.85178070481,8234.414487855829,False
driver,4924.547697706683,8185.8614274912,False
driver,4936.959512993318,8191.160029693895,False
driver,4913.269174707352,8195.540074901077,False
driver,4893.422631313454,8186.621426512617,False
driver,4909.1834396005925,8205.042850772828,False
driver,4898.05054500148,8211.98753828679,False
driver,4897.516155020162,8210.837233182636,False
driver,4894.763522996694,8224.400146011234,False
driver,4874.10510052901,8219.55239828675,False
driver,4900.648561904555,8194.062137110739,False
driver,4871.8464614248205,8227.22886633113,False
driver,4854.857929880927,8201.588436529057,False
driver,4884.768767865765,8189.5840423712425,False
driver,4922.002116084243,8204.065562783166,False
driver,4887.314912849348,8206.406589014525,False
driver,4901.754121760511,8183.365751576748,False
driver,4913.568155006105,8202.333237346274,False
driver,4909.707994255558,8186.199823538046,False
driver,4903.504376015968,8210.028777033955,False
driver,4874.997855292327,8197.908145550626,False
driver,4920.907023126071,8209.809763978024,False
driver,4891.796363803855,8236.841734248484,False
driver,4903.1340816032025,8147.395572148506,False
driver,4934.833880616315,8184.38347946565,False
driver,4909.684806675406,8189.9777558154165,False
driver,4914.270113950924,8192.111215143734,False
